6.364394357660785317e-05,4.603625427535007475e-07,5.649175136568374000e-07,1.948312728927703574e-06,3.650885957995342324e-07,3.649101699920720421e-06,6.947832957848731894e-07,4.300723048800136894e-06,1.816215080907568336e-05,7.248383190017193556e-05,6.893277713970746845e-06,9.998267889022827148e-01
2.781984039756935090e-05,3.245600623813515995e-07,4.885389444098109379e-07,1.768922402334283106e-06,3.838130169242504053e-07,3.849252607324160635e-06,7.200135314633371308e-07,5.185621375858318061e-06,1.976589555852115154e-05,1.063422969309613109e-04,1.380758567393058911e-05,9.998195767402648926e-01
1.088151930161984637e-05,1.945415988302556798e-07,3.057144510876241839e-07,1.282688344872440211e-06,2.700651009490684373e-07,2.310167019459186122e-06,4.058289846398110967e-07,3.754578074222081341e-06,1.544942460895981640e-05,8.172041998477652669e-05,1.729586074361577630e-05,9.998661279678344727e-01
6.706629847030853853e-06,1.696217566404811805e-07,2.788728465930034872e-07,1.285066332457063254e-06,2.801940297558758175e-07,2.372930339333834127e-06,4.122335042211489053e-07,4.085422006028238684e-06,1.527216409158427268e-05,8.893768972484394908e-05,2.770034916466102004e-05,9.998524785041809082e-01
3.127774789390969090e-06,1.037300805251106794e-07,1.871840282774428488e-07,1.054155177371285390e-06,2.279430901808154886e-07,1.947786586242727935e-06,3.315940944048634265e-07,3.617218908402719535e-06,1.320416595262940973e-05,8.906758739612996578e-05,4.154729685978963971e-05,9.998456239700317383e-01
1.275396130040462594e-06,4.540331488556148543e-08,1.004755461053719046e-07,6.903254643475520425e-07,1.221476537693888531e-07,1.129955762735335156e-06,1.681866876879212214e-07,1.912441121021402068e-06,7.809621820342727005e-06,5.753600271418690681e-05,7.466538227163255215e-05,9.998546242713928223e-01
2.548437578298035078e-06,7.259291834316172753e-08,1.652033461141400039e-07,1.029834720611688681e-06,1.350534120092561352e-07,1.193929506371205207e-06,1.816677297483693110e-07,1.904111968542565592e-06,7.151319096010411158e-06,4.181980693829245865e-05,4.450623237062245607e-05,9.998993277549743652e-01
9.996780157089233398e-01,1.156915968749672174e-04,8.513224747730419040e-05,1.054117365129059181e-05,6.369782568071968853e-06,4.930349405185552314e-06,3.134935241178027354e-06,3.775823813612078084e-07,5.429359930531063583e-07,1.594888061617893982e-07,1.513961872534608233e-10,9.502038301434367895e-05
9.996970295906066895e-01,1.210838381666690111e-04,9.023965685628354549e-05,1.032498312270035967e-05,6.624402431043563411e-06,4.276775598555104807e-06,3.036191628780215979e-06,2.832831853538664291e-07,3.676566109334089560e-07,1.215124427744740387e-07,8.796932626786713172e-11,6.652337469859048724e-05
9.998338818550109863e-01,8.194308611564338207e-05,4.381272447062656283e-05,6.119386398495407775e-06,4.772910415340447798e-06,2.757376250883680768e-06,2.487376377757755108e-06,1.637851880786911352e-07,2.241015835124926525e-07,7.417362013484307681e-08,5.139880535076635226e-11,2.378750104981008917e-05
9.998689889907836914e-01,6.776416557841002941e-05,3.474676850601099432e-05,5.057131602370645851e-06,4.120087851333664730e-06,2.124560296579147689e-06,2.046830331892124377e-06,1.153834290334998514e-07,1.539078766654711217e-07,5.065557928674024879e-08,3.044104204819042536e-11,1.487530062149744481e-05
9.999027848243713379e-01,4.962071761838160455e-05,2.492247222107835114e-05,4.330188403400825337e-06,2.787904577417066321e-06,1.464616275370644871e-06,1.443361270503373817e-06,8.223852887567772996e-08,1.178141388891162933e-07,3.609663323800305079e-08,2.264575332810991881e-11,1.227981010742951185e-05
9.999305605888366699e-01,3.561959601938724518e-05,1.637916102481540293e-05,3.412608975850162096e-06,1.868271851890312973e-06,9.678179822003585286e-07,1.135019260800618213e-06,6.779102079690346727e-08,9.242869225545291556e-08,2.761867179401633621e-08,2.085484562819317489e-11,9.969507118512410671e-06
9.999202489852905273e-01,4.097322380403056741e-05,1.720474210742395371e-05,4.075652213941793889e-06,1.860260340436070692e-06,1.214333565258129966e-06,1.436862248738179915e-06,1.042651120997106773e-07,1.278915533475810662e-07,4.134967213076379267e-08,4.204732048651571574e-11,1.264279671886470169e-05
9.996507167816162109e-01,1.219972546095959842e-04,9.197413601214066148e-05,1.175902434624731541e-05,6.923794444446684793e-06,5.478613729792414233e-06,3.774380729737458751e-06,4.427461419709288748e-07,6.052541721146553755e-07,1.925006785086225136e-07,2.179684627234834693e-10,1.062103765434585512e-04
9.997039437294006348e-01,1.113728649215772748e-04,8.090419578365981579e-05,1.142733071901602671e-05,5.923174285271670669e-06,4.169221483607543632e-06,2.791833139781374484e-06,3.052352610666275723e-07,3.921469726719806204e-07,1.198152972392563242e-07,8.897729081303040743e-11,7.863531209295615554e-05
9.997985363006591797e-01,9.404563024872913957e-05,5.935771696385927498e-05,7.292010650417068973e-06,5.334600245987530798e-06,2.917376605182653293e-06,2.389688006587675773e-06,1.794138171362646972e-07,2.315333773594829836e-07,7.728958451025391696e-08,4.675753187410869316e-11,2.978533302666619420e-05
9.998661875724792480e-01,6.955991557333618402e-05,3.566977829905226827e-05,4.999821612727828324e-06,4.341676230978919193e-06,2.227962568213115446e-06,2.143107394658727571e-06,1.167174374927526515e-07,1.545128327506972710e-07,5.235517619439633563e-08,3.169760287580203340e-11,1.442909342586062849e-05
9.999071359634399414e-01,4.747523780679330230e-05,2.348220550629775971e-05,4.173820798314409330e-06,2.639945705595891923e-06,1.402543944095668849e-06,1.408403250025003217e-06,8.073281065890114405e-08,1.166194323332092608e-07,3.541130766393507656e-08,2.274179108918694681e-11,1.221869479195447639e-05
9.999322295188903809e-01,3.481339444988407195e-05,1.571348184370435774e-05,3.315920139357331209e-06,1.796045467017393094e-06,9.414123951501096599e-07,1.123117613133217674e-06,6.773883853838924551e-08,9.255804656049804180e-08,2.758486949971938884e-08,2.109056679300280734e-11,9.915233931678812951e-06
9.999102354049682617e-01,4.550481389742344618e-05,1.750209048623219132e-05,4.019744665129110217e-06,1.696291178632236551e-06,1.174013277704943903e-06,1.448529360459360760e-06,1.171230081808971590e-07,1.450206923436780926e-07,4.763080241332318110e-08,5.454763030154907710e-11,1.795501884771510959e-05
9.980639815330505371e-01,6.228851852938532829e-04,1.118510612286627293e-03,4.708936830866150558e-05,4.394553616293706000e-05,2.512435276003088802e-05,1.054221411322942004e-05,6.406866077668382786e-07,6.197701054588833358e-07,1.725434657373625669e-07,6.625629211942651864e-11,6.644645327469334006e-05
9.979317784309387207e-01,7.193082710728049278e-04,1.181993284262716770e-03,4.338500366429798305e-05,4.548114884528331459e-05,2.015277823375072330e-05,9.988169949792791158e-06,5.068656605544674676e-07,4.844372938350716140e-07,1.405892078309989301e-07,4.154620050766943962e-11,4.668283145292662084e-05
9.984201788902282715e-01,5.832549650222063065e-04,8.996183751150965691e-04,2.502051756891887635e-05,2.848717304004821926e-05,9.253082680515944958e-06,6.558519089594483376e-06,3.047038035219884478e-07,3.000904200689546997e-07,9.216550722612737445e-08,2.481659842901162705e-11,2.682628291950095445e-05
9.984008073806762695e-01,5.119912093505263329e-04,1.005679136142134666e-03,2.458801282045897096e-05,2.542267429817002267e-05,6.344645044009666890e-06,5.312549092195695266e-06,2.144418118632529513e-07,2.104145551129477099e-07,6.440949107400228968e-08,1.722713811880272061e-11,1.931416773004457355e-05
9.993810057640075684e-01,2.773013256955891848e-04,2.942687715403735638e-04,1.603274904482532293e-05,1.457954567740671337e-05,3.771093815885251388e-06,4.029448518849676475e-06,1.370510034348626505e-07,1.394664508325149654e-07,3.782736257562646642e-08,1.103835078897219546e-11,8.798701855994295329e-06
9.997404813766479492e-01,1.430965785402804613e-04,9.209988638758659363e-05,7.597322110086679459e-06,6.852653768874006346e-06,2.027537902904441580e-06,2.616436404423438944e-06,9.260694611157305189e-08,9.225298214232680039e-08,2.325085013410443935e-08,8.440357787686814106e-12,4.863036338065285236e-06
9.999157190322875977e-01,5.111249993206001818e-05,1.997605977521743625e-05,3.497734951452002861e-06,2.403242660875548609e-06,1.151413130173750687e-06,1.654657694416528102e-06,8.272489537830551853e-08,7.928084500008480973e-08,2.455625569552921661e-08,1.460619299120669012e-11,4.313163572078337893e-06
9.739009141921997070e-01,5.248506553471088409e-03,2.038025669753551483e-02,2.981688012368977070e-04,1.014035442494787276e-04,2.476692679920233786e-05,1.805100146157201380e-05,3.879924292959913146e-07,2.001070953383532469e-07,6.752159009693059488e-08,1.522746859161649979e-11,2.732562279561534524e-05
9.871791005134582520e-01,3.397233784198760986e-03,9.185383096337318420e-03,1.335313136223703623e-04,5.830628288094885647e-05,1.373818577121710405e-05,1.267834159079939127e-05,2.781165449050604366e-07,1.557993414280645084e-07,4.715121448839454388e-08,1.175739540448805798e-11,1.962759233720134944e-05
9.931498169898986816e-01,2.314120531082153320e-03,4.389586392790079117e-03,7.140583329601213336e-05,4.375453136162832379e-05,8.407249879383016378e-06,9.121870789385866374e-06,1.999477774461411173e-07,1.159520763849286595e-07,3.361069644824965508e-08,8.613337473817317402e-12,1.338854235655162483e-05
9.984869360923767090e-01,7.698088302277028561e-04,6.946094799786806107e-04,1.632009480090346187e-05,1.707681440166197717e-05,3.883031240548007190e-06,4.475163677852833644e-06,1.215670266674351296e-07,7.094597975765282172e-08,2.058603776333711721e-08,6.009602971507321811e-12,6.530214704980608076e-06
9.995452761650085449e-01,2.705737133510410786e-04,1.552054745843634009e-04,8.141242687997873873e-06,1.026776953949593008e-05,2.798769855871796608e-06,3.400291916477726772e-06,1.072074127250743913e-07,5.961711480040321476e-08,1.862292364762652142e-08,5.360082169780788774e-12,4.221774815960088745e-06
9.997658133506774902e-01,1.488453126512467861e-04,6.222199590411037207e-05,5.519091700989520177e-06,7.481172815460013226e-06,2.595505520730512217e-06,3.465483132458757609e-06,1.157965598963528464e-07,5.888894705208258529e-08,2.242971497423695837e-08,7.590656402045592444e-12,3.759065748454304412e-06
9.998325109481811523e-01,1.085791664081625640e-04,3.793968426180072129e-05,5.209806204220512882e-06,5.152639005245873705e-06,2.271862058478291146e-06,3.539172439559479244e-06,1.572008869743513060e-07,8.826850717014167458e-08,3.605352461022448551e-08,1.781250147381285842e-11,4.461086518858792260e-06
9.589446783065795898e-01,5.314267706125974655e-03,3.511240705847740173e-02,3.349883190821856260e-04,2.193753898609429598e-04,2.790594953694380820e-05,1.646595774218440056e-05,4.158439992352214176e-07,2.447840188324335031e-07,8.146034247147326823e-08,1.450425370086438903e-11,2.915216828114353120e-05
9.893960356712341309e-01,3.113667247816920280e-03,7.279830984771251678e-03,1.113825710490345955e-04,6.185186794027686119e-05,1.086605243472149596e-05,1.056624932971317321e-05,2.303147397242355510e-07,1.385896553074417170e-07,4.039172907255306200e-08,9.799930832110614887e-12,1.538604374218266457e-05
9.967343211174011230e-01,1.473892829380929470e-03,1.711256220005452633e-03,3.173688673996366560e-05,2.861579014279413968e-05,5.590185537585057318e-06,6.019579814164899290e-06,1.485309866211537155e-07,9.483428442536023795e-08,2.648535080140845821e-08,7.070564186223426972e-12,8.466899998893495649e-06
9.987296462059020996e-01,6.964805652387440205e-04,5.277440068311989307e-04,1.496644472354091704e-05,1.655436608416493982e-05,3.865277903969399631e-06,4.444724709173897281e-06,1.266785716325102840e-07,6.762250848169060191e-08,2.000294330173346680e-08,5.516339121602875650e-12,5.924584002059418708e-06
9.995619058609008789e-01,2.593044773675501347e-04,1.487910485593602061e-04,8.493338100379332900e-06,1.084625819203210995e-05,2.869416675821412355e-06,3.595033149395021610e-06,1.108894949197747337e-07,5.660994517597828235e-08,1.822864348355324182e-08,4.635436565841866141e-12,3.897362603311194107e-06
