5.761487409472465515e-03,5.908800754696130753e-03,9.883296489715576172e-01
6.459576077759265900e-03,4.952078685164451599e-03,9.885883331298828125e-01
7.819181308150291443e-03,3.785063745453953743e-03,9.883957505226135254e-01
7.614372763782739639e-03,3.482173662632703781e-03,9.889034032821655273e-01
6.838825996965169907e-03,3.352568717673420906e-03,9.898084998130798340e-01
5.786849651485681534e-03,4.003600683063268661e-03,9.902095198631286621e-01
4.028672352433204651e-03,4.102228209376335144e-03,9.918690919876098633e-01
3.599255345761775970e-03,5.057254340499639511e-03,9.913434386253356934e-01
2.236161753535270691e-02,4.430907368659973145e-01,5.345476865768432617e-01
2.062314189970493317e-02,5.508566498756408691e-01,4.285202622413635254e-01
2.222842909395694733e-02,6.064870953559875488e-01,3.712845146656036377e-01
1.129079982638359070e-02,4.555419087409973145e-01,5.331673026084899902e-01
6.974742282181978226e-03,3.555293679237365723e-01,6.374958753585815430e-01
5.833201576024293900e-03,4.322239160537719727e-01,5.619428157806396484e-01
5.703687667846679688e-03,5.123344063758850098e-01,4.819619357585906982e-01
8.246044628322124481e-03,2.650188207626342773e-01,7.267350554466247559e-01
9.905396029353141785e-03,1.036332175135612488e-01,8.864613771438598633e-01
1.920646615326404572e-02,1.283711567521095276e-02,9.679566025733947754e-01
2.702900953590869904e-02,5.146092176437377930e-01,4.583617746829986572e-01
1.722853071987628937e-02,5.539065599441528320e-01,4.288649857044219971e-01
8.862742222845554352e-03,4.490366280078887939e-01,5.421006083488464355e-01
7.055114023387432098e-03,3.072889149188995361e-01,6.856558918952941895e-01
5.766063462942838669e-03,5.110712051391601562e-01,4.831627607345581055e-01
6.575445644557476044e-03,4.622060358524322510e-01,5.312184691429138184e-01
8.287558332085609436e-03,1.959508359432220459e-01,7.957616448402404785e-01
9.730858728289604187e-03,6.359495222568511963e-02,9.266741275787353516e-01
2.465817332267761230e-02,1.002842262387275696e-01,8.750575184822082520e-01
2.290643006563186646e-02,9.265778958797454834e-02,8.844357728958129883e-01
2.012263797223567963e-02,8.486171066761016846e-02,8.950155973434448242e-01
2.087581902742385864e-02,1.048913076519966125e-01,8.742328882217407227e-01
1.890688762068748474e-02,7.743080705404281616e-02,9.036622643470764160e-01
1.832819171249866486e-02,9.861960262060165405e-02,8.830521106719970703e-01
1.768825575709342957e-02,1.419600099325180054e-01,8.403516411781311035e-01
1.811597868800163269e-02,2.138002067804336548e-01,7.680838108062744141e-01
2.341796085238456726e-02,3.163437247276306152e-01,6.602383255958557129e-01
3.055186197161674500e-02,8.489526063203811646e-02,8.845528960227966309e-01
5.177214741706848145e-03,3.945645410567522049e-03,9.908770918846130371e-01
4.739990923553705215e-03,3.539190161973237991e-03,9.917208552360534668e-01
4.247185308486223221e-03,3.746639471501111984e-03,9.920062422752380371e-01
5.300835706293582916e-03,4.560148809105157852e-03,9.901390671730041504e-01
2.239143475890159607e-02,7.413813378661870956e-03,9.701948165893554688e-01
3.826792910695075989e-02,2.656700834631919861e-02,9.351651668548583984e-01
3.312042355537414551e-02,1.517243087291717529e-01,8.151552081108093262e-01
3.291306644678115845e-02,4.077895879745483398e-01,5.592973232269287109e-01
6.844197958707809448e-02,2.403934150934219360e-01,6.911646723747253418e-01
3.491486310958862305e-01,1.075806654989719391e-02,6.400932073593139648e-01
6.826228927820920944e-03,5.353572778403759003e-03,9.878202080726623535e-01
6.705239415168762207e-03,4.704149905592203140e-03,9.885905981063842773e-01
8.156957104802131653e-03,4.873495083302259445e-03,9.869695901870727539e-01
2.573419921100139618e-02,8.084366098046302795e-03,9.661815166473388672e-01
3.180694952607154846e-02,1.785320229828357697e-02,9.503397345542907715e-01
2.968114987015724182e-02,7.180438190698623657e-02,8.985144495964050293e-01
2.885869331657886505e-02,4.020701944828033447e-01,5.690709948539733887e-01
2.167081274092197418e-02,1.904278099536895752e-01,7.879014611244201660e-01
6.414830684661865234e-02,3.989125788211822510e-02,8.959604501724243164e-01
1.198460757732391357e-01,1.234645606018602848e-03,8.789193630218505859e-01
2.946857362985610962e-02,1.645524799823760986e-01,8.059788942337036133e-01
2.308793552219867706e-02,3.317372500896453857e-01,6.451749205589294434e-01
1.743827573955059052e-02,1.589241623878479004e-01,8.236375451087951660e-01
1.646019071340560913e-01,1.357990130782127380e-02,8.218181729316711426e-01
4.333830997347831726e-02,1.426973729394376278e-03,9.552345275878906250e-01
1.925152912735939026e-02,6.268958002328872681e-02,9.180589914321899414e-01
1.492506638169288635e-02,1.606378853321075439e-01,8.244369626045227051e-01
1.145118474960327148e-02,9.698311239480972290e-02,8.915657401084899902e-01
9.022900462150573730e-02,1.879497058689594269e-02,8.909758925437927246e-01
1.307216435670852661e-01,1.639361376874148846e-03,8.676391243934631348e-01
1.466798409819602966e-02,7.232204079627990723e-03,9.780999422073364258e-01
1.592255569994449615e-02,1.137097086757421494e-02,9.727064967155456543e-01
1.824237219989299774e-02,4.017989337444305420e-02,9.415776729583740234e-01
1.271772291511297226e-02,9.635368734598159790e-02,8.909285068511962891e-01
1.101675815880298615e-02,7.533302903175354004e-02,9.136503338813781738e-01
4.681666195392608643e-02,1.579530723392963409e-02,9.373878836631774902e-01
1.394877582788467407e-01,2.271711826324462891e-03,8.582405447959899902e-01
1.096649244427680969e-01,2.160675078630447388e-01,6.742675900459289551e-01
8.411321789026260376e-02,2.210600823163986206e-01,6.948266625404357910e-01
5.745022743940353394e-02,2.092045098543167114e-01,7.333454489707946777e-01
5.720685049891471863e-02,2.084259241819381714e-01,7.343672513961791992e-01
5.679611489176750183e-02,1.799636930227279663e-01,7.632400989532470703e-01
4.537460952997207642e-02,1.169909313321113586e-01,8.376344442367553711e-01
1.924249157309532166e-02,5.023920536041259766e-02,9.305183887481689453e-01
2.144796028733253479e-02,6.501469016075134277e-02,9.135373830795288086e-01
4.422895237803459167e-02,7.640910148620605469e-02,8.793619275093078613e-01
7.515396922826766968e-02,1.275799721479415894e-01,7.972660660743713379e-01
7.153898943215608597e-03,4.163961857557296753e-02,9.512063860893249512e-01
5.640818737447261810e-03,3.279925510287284851e-02,9.615599513053894043e-01
7.872519083321094513e-03,3.616070002317428589e-02,9.559667110443115234e-01
7.503875531256198883e-03,2.705648727715015411e-02,9.654396772384643555e-01
7.893393747508525848e-03,3.533374518156051636e-02,9.567728042602539062e-01
6.350492127239704132e-03,6.607058644294738770e-02,9.275789856910705566e-01
7.786040194332599640e-03,1.121050044894218445e-01,8.801088929176330566e-01
8.244413882493972778e-03,3.292646706104278564e-01,6.624908447265625000e-01
1.384911965578794479e-02,1.430892795324325562e-01,8.430616259574890137e-01
2.488402277231216431e-02,3.365668235346674919e-03,9.717503190040588379e-01
6.412432994693517685e-03,3.271789476275444031e-02,9.608696103096008301e-01
1.093840226531028748e-02,5.353070423007011414e-02,9.355309009552001953e-01
1.212680246680974960e-02,4.584552720189094543e-02,9.420276880264282227e-01
1.187842618674039841e-02,5.171128362417221069e-02,9.364104866981506348e-01
7.358116097748279572e-03,6.498848646879196167e-02,9.276534914970397949e-01
7.064385339617729187e-03,7.243818789720535278e-02,9.204974770545959473e-01
7.404436822980642319e-03,1.762926727533340454e-01,8.163029551506042480e-01
1.553425565361976624e-02,3.327313065528869629e-01,6.517344117164611816e-01
1.876748725771903992e-02,1.093294322490692139e-01,8.719030022621154785e-01
2.494009211659431458e-02,9.652710286900401115e-04,9.740946292877197266e-01
9.059903095476329327e-04,7.538096513599157333e-03,9.915559887886047363e-01
1.007791608572006226e-03,1.117313094437122345e-02,9.878190159797668457e-01
1.498658326454460621e-03,1.766542345285415649e-02,9.808360338211059570e-01
1.445281552150845528e-03,2.401044778525829315e-02,9.745442867279052734e-01
1.972689991816878319e-03,3.273392468690872192e-02,9.652933478355407715e-01
5.669233389198780060e-03,2.295335233211517334e-01,7.647973299026489258e-01
1.713634096086025238e-02,1.401379704475402832e-01,8.427256941795349121e-01
4.034401103854179382e-02,1.665786956436932087e-03,9.579902291297912598e-01
4.075606353580951691e-03,1.698897592723369598e-02,9.789354801177978516e-01
3.353371284902095795e-03,1.445653475821018219e-02,9.821901321411132812e-01
4.701038356870412827e-03,1.554885972291231155e-02,9.797500371932983398e-01
6.544838659465312958e-03,3.278231248259544373e-02,9.606729149818420410e-01
3.374488092958927155e-03,2.212982065975666046e-02,9.744957089424133301e-01
2.702846890315413475e-03,1.714906841516494751e-02,9.801480770111083984e-01
5.615198519080877304e-03,5.886100605130195618e-02,9.355238676071166992e-01
9.146706201136112213e-03,2.901749312877655029e-01,7.006782889366149902e-01
1.107485126703977585e-02,1.028788983821868896e-01,8.860462307929992676e-01
1.592041365802288055e-02,8.203002624213695526e-03,9.758765697479248047e-01
